id	author
30417	Nalini Singh
30418	Jane Clarke
30419	Charles Arthur
30420	Vina Jackson
30421	Philip Sane
30422	Brge Helstrm
30423	Catherine Coulter
30424	Judy Melinek
30425	Ana Sofia Pelaez
30426	Rebecca Alexander
30427	Sandra Parshall
30428	Matthew Smith
30429	Dale Brown
30430	I.J. Miller
30431	Arne Dahl
30432	Anders de
30433	Antti Tuomainen
30434	Sudeep Chakravarti
30435	Look
30436	Sarah Jio
30437	Edgar Award
30438	Ajit Harisinghani
30439	Gautam Chintamani
30440	Pratim D. Gupta
30441	Sharmila Kantha
30442	Bhaskar Chattopadhyay
30443	Frank Herbet
30444	Jeremy Robinson
30445	Christopher Andersen
30446	Lisa Verge Higgins
30447	Deb Baker
30448	Shaunta Grimes
30449	Sarah Ruden
30450	Joseph Alexiou
30451	Edgar
30452	Berry Brazelton
30453	Norman Rush
30454	Alondra Nelson
30455	Brandon Webb
30456	Style
30457	Janet Surrey
30458	
30459	Rachel Louise Snyder
30460	Jane Hampton Cook
30461	Meghan Telpner
30462	William Kuhn
30463	Slash Coleman
30464	Drew Magary
30465	Jo Nesbo
30466	Eleri Stone
30467	Howard Jacobson
30468	Mother Jones
30469	Miyoko Hikiji
30470	Jordana Tusman
30471	Cari Quinn
30472	Samanthe Beck
30473	Nyrae Dawn
30474	Katee Robert
30475	Ric Klass
30476	Cal Barksdale
30477	Delhi Struggle Dave Prager
30478	Ellen Richardson
30479	Jeya Mohan
30480	George Morgan
30481	Hillary Davis
30482	Munro
30483	Barbara Metzger
30484	Erin Bowman
30485	Dean Koontz
30486	Dean Koontz
30487	Henri Nouwen
30488	John Verdon
30489	Elaine N. Aron
30490	Ray Bradbury
30491	Michael Connelly
30492	Super Bowl
30493	Leslye Walton
30494	Michelle Lin
30495	Katherine Loose
30496	Hanna Martine
30497	Kathryn Petras
30498	Nick Gullo
30499	Stephen Bogart
30500	Psychic Jackie Barrett
30501	Chris Guillebeau
30502	Craig Shaw Gardner
30503	Diana Murray
30504	Novel Award
30505	Brian Portnoy
30506	Furneaux
30507	Samuel Milham
30508	Juliette Sobanet
30509	Lisa Adams
30510	Genelle Guzman-McMillan
30511	Anat Baniel
30512	Patricia Vanasee
30513	Judd Trichter
30514	Patricia MacDonald
30515	Clea Simon
30516	Judy Pierce
30517	Mike Shepherd
30518	Patrick Swenson
30519	Lisa Jackson
30520	Hunter Morgan
30521	Kishore Mahbubani
30522	Laura Marx Fitzgerald
30523	Stephen
30524	Arabic
30525	Glenda Millard
30526	Jandy Nelson
30527	Vicki Delany
30528	Steven Havill
30529	Tam Lin
30530	Leena Lehtolainen
30531	Annual Dzanc Books
30532	Tammara Webber
30533	Arthur
30534	Victoria Laurie
30535	Tracey Garvis Graves
30536	John Locke
30537	Rick Antonson
30538	Books Director
30539	Daniel Darling
30540	Nicole Peeler
30541	Lorraine Beatty
30542	Lee Sandlin
30543	Kansas City Star
30544	Wayne Drash
30545	Rania Batayneh
30546	Tim Grover
30547	Award-winning King
30548	Zoe Burke
30549	Bill
30550	Marilyn Yalom
30551	Texas Monthly
30552	Sandra Orchard
30553	Anna Bliss
30554	Natalia Rose
30555	Alyssa Everett
30556	Liz Flaherty
30557	Christopher Beats
30558	Anna Evans
30559	Yasmine Surovec
30560	Steven Kotler
30561	Seth Godin
30562	Pamela Moore
30563	David McCullough
30564	David O'Keefe
30565	Carl Hiaasen
30566	Chris West
30567	Jennifer E. Smith
30568	Michael Sandel
30569	Doris Kearns Goodwin
30570	Hunter Shea
30571	Amalia Hoffman
30572	Robin Talley
30573	James Forsythe
30574	Lori Ann LaRocco
30575	David Hajdu
30576	Erin Downing
30577	Wendy Moore
30578	Cherie Priest
30579	Jay Lake
30580	Jennifer Freyd
30581	Wang Ronghua
30582	Alden Bell
30583	Elaine N. Aron
30584	Nuclear Accidents
30585	How Math
30586	Little Sinners
30587	Warren Ellis
30588	Kirstin Chen
30589	Hope Tarr
30590	Tim Heidecker
30591	Father
30592	Susan G. Komen
30593	Mindy Budgor
30594	Lauren Weisberger
30595	Richard Ford
30596	Alicia Silverstone
30597	Matt Greene
30598	Trish Doller
30599	Doubt
30600	Veera Hiranandani
30601	Tyler Hamilton
30602	Jennifer Freyd
30603	Elizabeth Bard
30604	Backward Ran
30605	Tessa Dare
30606	Mustafa Akyol
30607	Dan Anderson
30608	Tessa Dare
30609	Deborah Levy
30610	Philippe Cousteau
30611	Neil Turok
30612	Jean Zimmerman
30613	Mary MacLeod
30614	Farrukh Dhondy
30615	Zelda Fitzgerald
30616	Maud Casey
30617	Elisabeth Rohm
30618	Josephine B.
30619	Rasmus Ankersen
30620	Ophelia London
30621	Rachel Astor
30622	Sara Daniel
30623	Roxanne Snopek
30624	Tracy Anne Warren
30625	Wendy Soliman
30626	Kaylea Cross
30627	Shawna Thomas
30628	Hugh White
30629	Women Thrive Worldwide Ritu Sharma
30630	R.C. Lewis
30631	Sylvia
30632	Mark Essig
30633	Lee Boudreaux
30634	Brown
30635	Maisey Yates
30636	Julie Ann Walker
30637	Chris Holm
30638	Elizabeth Voss
30639	Michael Parker
30640	Alyssa Maxwell
30641	Emma Miller
30642	Anne Greenwood Brown
30643	Jenny Martin
30644	Michio Kaku
30645	James Hannibal
30646	Gregg Hurwitz
30647	Carla Power
30648	John Ratey
30649	David Greene
30650	Citizens Brigade-r Melinda Taub
30651	Citizens Brigade-r Melinda Taub
30652	Mary Norris
30653	Mine
30654	Kay Kendall
30655	Bob Harper
30656	Mika Shino
30657	Leigh Bardugo
30658	David Peace
30659	Andre Brink
30660	Saskia Walker
30661	Sheila Heti
30662	Stokeley Carmichel
30663	Billy Crystal
30664	Margaret Stohl
30665	Glee
30666	Cameron Diaz
30667	Sheryl Nantus
30668	Fiona Lowe
30669	Jax Garren
30670	Lynda Aicher
30671	Kate Davies
30672	Emily Wierenga
30673	Poppy Smith
30674	Jay Payleitner
30675	Carol Award
30676	Frank Spinelli
30677	Jamieson
30678	Katie Reus
30679	Karen Halvorsen Schreck
30680	Joy Castro
30681	James Beard
30682	Tess Sharpe
30683	Peter Rand
30684	Dennis Lehane
30685	Bradley
30686	Liz Johnson
30687	Stan Berenstain
30688	Roger Hobbs
30689	Brenda Stanley
30690	Carlin Flora
30691	Patrick Rothfuss
30692	Hunter MFA
30693	Thomas Harding
30694	Steven Merritt Miner
30695	Oklahoma
30696	Yasushi Inoue
30697	Jeff Forshaw
30698	Hidden
30699	Love
30700	Joshua Kornreich
30701	Magazine Suzan Colon
30702	Kousky
30703	Alison Packard
30704	Catherine Musemeche MD
30705	Lenny Bruce
30706	Jennifer Scott
30707	Albanian
30708	Christopher Andersen
30709	Will Bowen
30710	O.H. Bennett
30711	John Banville
30712	Jaye Wells
30713	Nicole Morrissey
30714	Fox News Channel
30715	Amy Larkin
30716	Erika Marks
30717	Will Bowen
30718	Jo Nesbo
30719	Kjell Ola Dahl
30720	Emylia Hall
30721	Bradley Wiggins
30722	Carol Brendler
30723	Edgar
30724	Soraya Lane
30725	Leis Pederson
30726	Kat Martin
30727	Jerry Oppenheimer
30728	Katherine Losse
30729	Jake Marcionette
30730	Brazilian Portuguese
30731	Cherie Bennett
30732	Tammara Webber
30733	Sarah Mlynowski
30734	Dan Weiss
30735	Sandra Lansky
30736	Shayla Black
30737	John Jantsch
30738	Evan Guilford-Blake
30739	Alastair Bonnett
30740	Stephanie Feldman
30741	Oberlin College
30742	Michael Connelly
30743	Gansett Island
30744	Megan McCafferty
30745	Carter Paysinger
30746	Ann VanderMeer
30747	Isabel Atherton
30748	Paula Graves
30749	School Professor
30750	Christopher Holt
30751	Theo Lawrence
30752	Theo Lawrence
30753	Morgan
30754	Page Morgan
30755	Mark Weinstein
30756	Ray Attiyah
30757	WC Mack
30758	Ann VanderMeer
30759	Karen Lord
30760	Angie Smith
30761	Hallgrimur Helgason
30762	Jill Smokler
30763	Elissa Hoole
30764	Maya Banks
30765	Gretchen McNeil
30766	Lee Bross
30767	Dale Brown
30768	Christina Henry
30769	Harley Manning
30770	Jen Turano
30771	Shannon Ethridge
30772	Stephan Pastis
30773	Chef
30774	Taylor Stevens
30775	Alex McBride
30776	Stanford Business School Professor
30777	Christian Madsbjerg
30778	Julie Berry
30779	Ed Bloom
30780	Randi Davenport
30781	Hala Jaber
30782	David Downing
30783	Mark Carruthers
30784	Stephen Bates
30785	Fiona McIntosh
30786	Mihir Pandya
30787	Aditi Kotwal
30788	Shawn Klomparens
30789	Mark Reinfeld
30790	Edible Manhattan
30791	Tara Ison
30792	Peter Robinson
30793	Scott Ellsworth
30794	Danny Morrison
30795	Stephen Davis
30796	Tiffany Reisz
30797	Harlow Giles Unger
30798	Blair Stocker
30799	Pearl Harbor Christmas
30800	Barry Marder
30801	Sarah Wildman
30802	Ingrid Thoft
30803	Tara West
30804	Joseph Wheelan
30805	Christopher Andersen
30806	Sylvia
30807	Steve Weiss
30808	Jen Turano
30809	Rachel Hartman
30810	Michael Cobley
30811	Symon
30812	Zack Wagman
30813	Grieco
30814	Jason Padgett
30815	Penney Perice
30816	Crankee Doodle Cece Bell
30817	Kathy Benson
30818	Gary Schmidt
30819	Jo Nesbo
30820	Jamie McGuire
30821	Georgia Clark
30822	Stephen R. Bown
30823	Sophia Yang
30824	Daniel Duane
30825	Simon M. Laham
30826	Ian MacNeill
30827	Ian MacNeill
30828	David Penhale
30829	Peter Eichstaedt
30830	John
30831	Ryu Murakami
30832	Stefan Bachmann
30833	Ismita Tandon Dhanker
30834	Twelve Desperate Miles Tim Brady
30835	Richard Hoffer
30836	Caroline Bock
30837	Marine Captain
30838	Alafair Burke
30839	Barba Ensopada
30840	Brian Burrell
30841	Cat Schield
30842	Mara Rockliff
30843	Nancy Castaldo
30844	Alison Lester
30845	Amy Plum
30846	James Dashner
30847	Sad Sayrafiezadeh
30848	Andrew Blum
30849	Bethany Jett
30850	Denise Grover Swank
30851	Suzanne Desrochers
30852	Hallgrimur Helgason
30853	Liz Coley
30854	Anne
30855	John Boyne
30856	Brian Klems
30857	David Nicholls
30858	Claire Keegan
30859	Hannah Kent
30860	Hannah Kent
30861	Mardi McConnochie
30862	Sarah Monette
30863	Ahmet Umit
30864	Fantasy Foundation
30865	Alex Marwood
30866	Scott Westerfeld
30867	Jennifer Probst
30868	Jeanne Dams
30869	Elizabeth Hilts
30870	Richard Wagamese
30871	Karen Finneyfrock
30872	W.P. Kinsella
30873	Erika Robuck
30874	Renee Rosen
30875	Saul David
30876	David Rose
30877	Sally Ride
30878	Rhiannon Frater
30879	Robert B. Cialdini
30880	Steve
30881	Molly Weatherfield
30882	C.T. Adams
30883	Sorella Emma Hearst
30884	Dara Weiss
30885	Robert Poole
30886	Leigh Bardugo
30887	Elana Johnson
30888	Jill Smokler
30889	Ingrid Jonach
30890	Sylvain Reynard
30891	Sorcery Lisa Gornick
30892	Rick Santorum
30893	Brad Thor
30894	Shannon Richard
30895	John Florio
30896	Left Neglected
30897	Anthony
30898	Anne Plichota
30899	Joshua Kornreich
30900	Kari Lee Townsend
30901	Eve Epstein
30902	Julie Ann Walker
30903	Jennifer Castle
30904	Rebecca Janni
30905	Rebecca Janni
30906	Letty Cottin Pogrebin
30907	Hayson Manning
30908	Tonino Benacquista
30909	Deborah Underwood
30910	Marsha Linehan
30911	Brian McCarthy
30912	Nigel Jones
30913	Jessica Khoury
30914	Masha Hamilton
30915	Erica Cameron
30916	Dara Weiss
30917	William D. Davis
30918	Katia Raina
30919	Giovanni Pilu
30920	Melanie Verwoerd
30921	The Liar
30922	Carmen Rodrigues
30923	James Graham
30924	Nell Dickerson
30925	October Jones
30926	Cathy Camper
30927	Elise Broach
30928	Carrie Jones
30929	Elise Broach
30930	Keith McGowan
30931	Dean Lunt
30932	Andrea Beaty
30933	Georgia Bragg
30934	Mary Lyn Ray
30935	Rebecca Alexander
30936	Andrea Cremer
30937	Stephen Harding
30938	Leila Sales
30939	David Hanna
30940	Sarika Pandit
30941	Gautam Chintamani
30942	Jill Hathaway
30943	Maya Banks
30944	David Wong
30945	Adler
30946	Avery Aster
30947	Colleen Hoover
30948	Trudy Doyle
30949	Burton Cole
30950	Jennifer Madson
30951	Janet Conner
30952	Blackburn Losey
30953	Drunvalo Melchizedek
30954	Joseph D'Lacey
30955	Andrew Blackman
30956	Brenda Maddox
30957	C.R. Grey
30958	Dan Epstein
30959	Andrew Nurnberg Associates
30960	Harley Manning
30961	Donna Freitas
30962	Victoria Pade
30963	Sharon Page
30964	Robin LaFevers
30965	Michael Tougias
30966	Maha Akhtar
30967	Francisco Suniaga
30968	Nicolas Barreau
30969	Arne Dahl
30970	Andrew Chapman
30971	Scott Jurek
30972	Felicia Chernesky
30973	Kari Lee Townsend
30974	Stephen King
30975	Women
30976	Women
30977	Multiple Anthony
30978	Jan Frazier
30979	Jill Hathaway
30980	James Holland
30981	Alison Gaylin
30982	Thuglit Todd Robinson
30983	Arlo Crawford
30984	Tony Earley
30985	Sabine Durrant
30986	Jessica Keener
30987	Erica Finkel
30988	Ronald Tierney
30989	Jon Weiderhorn
30990	Sara Polsky
30991	Peter Rader
30992	Rachel Gibson
30993	Ha-Joon Chang
30994	Freddie Mercury
30995	Alex Marwood
30996	Rough Guide
30997	Kay Schubach
30998	Peter Evans
30999	Lisa Niemi Swayze
31000	Navtej Sarna
31001	Radha Chakravarty
31002	Devdutt Pattanaik
31003	Venita Coelho
31004	Mita Kapur
31005	Ashok Ferrey
31006	Julie Sternberg
31007	Kat Cantrell
31008	Elizabeth Todd Doyle
31009	William Kuhn
31010	Gary Urey
31011	Martha De Laurentiis
31012	Golubka
31013	Stephanie Bender
31014	Marcus Luttrell
31015	Lois Banner
31016	Barbara Deleo
31017	Sam Garton
31018	Jennifer Ashley
31019	Christy Award
31020	Mark Forsyth
31021	Patty Rice
31022	Nebula Award
31023	Tara Altebrando
31024	Dennis Lehane
31025	Sylvia
31026	Star East
31027	Dorotea Bromberg
31028	Golden Seeds
31029	Julia Kuo
31030	Stanton Peele
31031	Poet
31032	Billy Smith
31033	James Cain
31034	Women
31035	Gini Koch
31036	Scott McCormick
31037	Strategic Planning
31038	Melissa Singer
31039	Chris Greenhalgh
31040	Jeff Forshaw
31041	Joan Holub
31042	Sarah Crossan
31043	Mara Rockliff
31044	Virginia Pye
31045	Toby Thompson
31046	Michael Redhill
31047	Linda Spalding
31048	Cheryl Brooks
31049	David Kaplan
31050	Michelle Hodkin
31051	Donna Hill
31052	Kate Kinsey
31053	Beth Albright
31054	Shirlee McCoy
31055	Alison Levine
31056	Ruth Sohn
31057	David Ramirez
31058	Gail Carriger
31059	Eugene Marten
31060	Emma Trevayne
31061	Melissa Gilbert
31062	Samuel Avery
31063	Les Standiford
31064	Joseph Bruchac
31065	Thomas W. Dunlay
31066	Val McDermid
31067	Geoffrey Tumlin
31068	Benchmark Communications
31069	John D. Rockefeller
31070	Michelle Wildgen
31071	Sarah Fine
31072	Francis Leadon
31073	Amit Goswami
31074	Gregory Clark
31075	John D. Rockefeller
31076	Erica Silverman
31077	Nefertiti
31078	Scott Miller
31079	Kevin Lynn Helmick
31080	St. Louis
31081	Jefferson Parker
31082	Globe
31083	Harriet Goodwin
31084	David Penhale
31085	Geoff Dyer
31086	Blogger
31087	Marianne Elliott
31088	David Hendy
31089	Clare Dunkle
31090	Elena Dunkle
31091	Laura Lee Gulledge
31092	Whiskey Cookers
31093	Justin Klosky
31094	Sylvia
31095	Isaac Asimov
31096	Kimberley Foster
31097	Elle Daniels
31098	Rachel Hartman
31099	Amy Krouse Rosenthal
31100	Susan
31101	Mark Tercek
31102	Casey
31103	Ammon Shea
31104	Bryant Terry
31105	Will Hill
31106	Horace
31107	T. Greenwood
31108	Amy Rose Capetta
31109	Jenny Wapner
31110	Sugar Jamison
31111	Next Food Network Star
31112	Shobo
31113	Marc Lewis
31114	Barbara Arrowsmith Young
31115	Izzeldin Abuelaish
31116	Peter Bolza
31117	Vuk Perisic
31118	Elizabeth Hay
31119	Gina Buonaguro
31120	Merethe Lindstrom
31121	John Barrowman
31122	Jeff Forshaw
31123	Alan Macdonald
31124	Alberto Manguel
31125	Bronson
31126	Tracey Garvis Graves
31127	Heather Brewer
31128	Tracey Garvis Graves
31129	Stegner Fellow
31130	Lori Alexander
31131	Gordon Leidner
31132	Monica Trasandes
31133	Emily Hainsworth
31134	Peter Schiff
31135	Taylor Jenkins Reid
31136	Howard Zinn
31137	Anjali Banerjee
31138	Christy English
31139	Howard Zinn
31140	Graeme Cowan
31141	Victoria James
31142	Stegner Fellow
31143	Val McDermid
31144	John Pilley
31145	STEVE
31146	Elizabeth Heiter
31147	Barnes
31148	Brave
31149	Prince
31150	Denise Swanson
31151	Crissa Jean Chappell
31152	Rachel Howzell Hall
31153	Darren Hynes
31154	Ian Buxton
31155	Dan Sherman
31156	Leslie Lehr
31157	Jeff Howe
31158	Betty Rosbottom
31159	Suneeta Vaswani
31160	Karen Putman
31161	Virginia Willis
31162	Kass Morgan
31163	Limerick Sarah Moore Fitzgerald
31164	Catherine Jinks
31165	Darby Karchut
31166	Damien Echols
31167	Mitzi Angel
31168	Hannah Weyer
31169	Vegan Eats
31170	Hunter Angler Gardener Cook
31171	John Hughes-Wilson
31172	James
31173	Roberto Ampuero
31174	Libba Bray
31175	Charles Bukowski
31176	Khair
31177	Veteran
31178	Gypsey Elaine Teague
31179	John Fry
31180	Anita Kraft
31181	Isis Books Karen Harrison
31182	Arthur Meyer
31183	Arthur Meyer
31184	Edred Thorrson
31185	Michael Bandy
31186	Barbara Bottner
31187	Christy Ziglar
31188	Mary Alice Monroe
31189	Lee Sandlin
31190	Barbara Davis
31191	Chrysler Szarlan
31192	Joseph Hallinan
31193	Seth
31194	Miriam Katin
31195	Sikoryak
31196	Tomine
31197	Seth
31198	Steven Mandis
31199	Sale
31200	Joe Matt
31201	Joe Matt
31202	Kate Angell
31203	Dennis Lehane
31204	Christopher Andersen
31205	Efrat Lev
31206	Sylvia
31207	Colleen Houck
31208	Ipsita Roy Chakraverti
31209	Delilah S. Dawson
31210	Ryan Balot
31211	Julie Kenner
31212	Varian Johnson
31213	Karen
31214	Thesis Contents Agency
31215	Karen
31216	Harley Manning
31217	Gillian Fizet
31218	Douglas Coupland
31219	Yasmin Sullivan
31220	Michelle Monkou
31221	Elizabeth Huergo
31222	Alberto Manguel
31223	Blogger Lisa Leake
31224	Mark
31225	Marilyn Sadler
31226	Heidi Kilgras
31227	Stephane Barroux
31228	Women
31229	Maggie Shipstead
31230	Dick Wolf
31231	Marcelo Cohen
31232	Sesame Street
31233	Mindy Budgor
31234	Keith Korman
31235	Guy Gavriel Kay
31236	Victor Cherkashin
31237	Kirpi Yayincilik
31238	Kimberly Elkins
31239	Carol Taylor
31240	Abigail Tarttelin
31241	Christian Andersen
31242	Shelley Coriell
31243	Blind Chinese
31244	Jenna McCormick
31245	Krista Davis
31246	Laurie Cass
31247	Coreene Callahan
31248	Carolyn Quinn
31249	Smith
31250	Becky Murphy
31251	William Wharton
31252	Eugene Harris
31253	Hilary Helton
31254	Jenna McCarthy
31255	Tom Perrotta
31256	Jonathan Lyons
31257	Kate Messner
31258	James Holland
31259	Jessica Park
31260	Hill
31261	Darlene Beck-Jacobson
31262	Richard Paul Evans
31263	Michael Barakiva
31264	Kristine Rolofson
31265	Aaron Burr
31266	Jenny Glencross
31267	Anka Muhlstein
31268	Jeremy Robinson
31269	Ellen Schreiber
31270	Louis Sachar
31271	Ann Lethbridge
31272	Charlie Smith
31273	Kaufman Prize
31274	Psycho Killers Lucy Corin
31275	Andrew Blauner
31276	Siddals
31277	Hayes
31278	Sherry Turkle
31279	William Yardley
31280	Dobbs Professor
31281	Kathryn Watterson
31282	Ben Loory
31283	Annie Jacobsen
31284	Mary Paterson
31285	Valerie Bowman
31286	Annabel Lyon
31287	Daniel O'Shea
31288	Wendy McCurdy
31289	S.G. Browne
31290	Meg Howrey
31291	Jacqueline Kelly
31292	Gott III
31293	Leila Rasheed
31294	Leigh Moore
31295	Jumana Bishara
31296	Iowa MFA
31297	Delilah S. Dawson
31298	Public Library Rare Books Librarian Jessica Pigza
31299	Hannah Jayne
31300	Rob Dunn
31301	Mindela Ruby
31302	Sylvia
31303	Bob Wright
31304	Lisa Rogak
31305	Anne Holt
31306	Phil Cousineau
31307	Richard Labonte
31308	Rachel Kramer Bussel
31309	Erma Bombeck
31310	Robert Harris
31311	James Gunn
31312	Ishita Agarwal's
31313	Minocher Patel
31314	Anusha Vishnampet
31315	Teams
31316	Alison McGhee
31317	Maggie Robinson
31318	Alexander Zhavoronkov
31319	Whole Foods
31320	Richard Beck
31321	Sheri Joseph
31322	Sharon Biggs Waller
31323	Holly Grant
31324	Jim Satterfield
31325	Nancy Castaldo
31326	Steve Kemper
31327	Drink
31328	Joel Miller
31329	Lee Crutchley
31330	Reese Witherspoon
31331	Timothy Keller
31332	Smokin
31333	Michael Ondaatje
31334	Louis Sachar
31335	Sylvia
31336	Heather McCollum
31337	Lauren
31338	Jacqueline Carey
31339	Arthur Ciaramicoli
31340	Tracey Garvis Graves
31341	Colleen Hoover
31342	Richelle Mead
31343	Steven Raichlen
31344	Elizabeth Heiter
31345	Lisa Rogak
31346	Kristen Simmons
31347	Michael Ondaatje
31348	Sylvia
31349	T.J. Wooldridge
31350	Gina Grant
31351	Rachel Cohn
31352	Marilyn Yalom
31353	Tracy Deebs
31354	Stephanie Julian
31355	Adrian Tomine
31356	Zach Worton
31357	Sigma Alpha Epsilon
31358	Carnegie Award
31359	Simon Tolkien
31360	Joshua
31361	Hannah Kent
31362	Joyce Maynard
31363	Tessa Berkley
31364	Beth Kery
31365	Bill Clinton
31366	Kevin Allen
31367	Lisa Bodell
31368	Teri Tobias Agency
31369	Michael J. Sullivan
31370	Gina Gordon
31371	S.G. Browne
31372	Christine Bell
31373	Lesley Lokko
31374	Antti Tuomainen
31375	Carleen Brice
31376	Megan Tingley
31377	Megan Tingley
31378	Carrie Clickard
31379	Louis
31380	Koppel
31381	Jesper Bengtsson
31382	Maria Lang
31383	Sigrid Combchen
31384	Michael Hjorth
31385	Helena Thorfinn
31386	Ingmar Bergman
31387	Emily Carleton
31388	Rhonda Helms
31389	Reeda Joseph
31390	Dan Weinfurter
31391	Shane Allison
31392	Rachel Kramer Bussel
31393	Rupert James
31394	Tracey Garvis Graves
31395	Bear Heart
31396	Richelle Mead
31397	Alexander Maksik
31398	Alexander Maksik
31399	Patricia Scanlan
31400	Andrews
31401	Howard Rheingold
31402	Ron Lieber
31403	John F. Ross
31404	Lottie Moggach
31405	Tony Perez
31406	Lundy Bancroft
31407	Laura Marx Fitzgerald
31408	Worthington
31409	Ivey Business School
31410	Claire McDougall
31411	Freedom
31412	David Moldawer
31413	Suzanne Mettler
31414	John Forester
31415	Occupy Wall Street
31416	Michael Hudson
31417	Sylvia
31418	Jerry Weitz
31419	Harley Etienne
31420	Bonny Forrest
31421	Marina Adair
31422	STEVE
31423	Barbara Longley
31424	Matt Logelin
31425	Brown
31426	Brown
31427	Chester Brown
31428	Tim Jung
31429	Hustler
31430	Tom Gauld
31431	James Benn
31432	Valerie Navon
31433	Sylvia
31434	James Beard
31435	Joseph Koenig
31436	Broadway
31437	Adam Watkins
31438	Thought Catalog
31439	Christian Schoon
31440	Michael Coogan
31441	Colby Marshall
31442	Iowa Writers
31443	Victoria Alexander
31444	Dzanc Books
31445	Karen Kosztolnyik
31446	Jamie McGuire
31447	Salvatore Pane
31448	Harris
31449	Sarah Beth Durst
31450	Gina Wilkins
31451	Simon Mockler
31452	Douglas Corleone
31453	Jill Hathaway
31454	Angwin
31455	Fiona Brand
31456	Tana French
31457	Tes Hilaire
31458	William Ferguson
31459	James
31460	Michael Connelly
31461	David Hair
31462	Steve Berry
31463	Grace Burrowes
31464	Allison Alsup
31465	Anne
31466	STEVE
31467	Haroon Ullah
31468	Charles Martin
31469	Lois Duncan
31470	Tracy Brogan
31471	Carolly Erickson
31472	Elizabeth Abbott
31473	Glee
31474	David Gordon
31475	Lisa Bodell
31476	Kevin Allen
31477	Andrew Clements
31478	Joy Ang
31479	Daniella Martin
31480	Ariel S. Winter
31481	Andrew Nagorski
31482	Blanka Daroczi
31483	Michael Lee West
31484	Herbert
31485	Leena Lehtolainen
31486	Kate Lloyd
31487	Annette Simon
31488	Stephen Savage
31489	Caryl Rivers
31490	Daniela Micura
31491	Edgar
31492	Lori Nelson Spielman
31493	Mark Bittman
31494	None
31495	Malcolm Gladwell
31496	William Lashner
31497	Caryl Rivers
31498	Steve Metzger
31499	Steve Metzger
31500	Maggie Rudy
31501	Astrophysics David Aguilar
31502	Heather Demetrios
31503	Dan Nadel
31504	Jackie
31505	Siddals
31506	Stacy Cantor Abrams
31507	Krystyna Chiger
31508	Joel C. Rosenberg
31509	Charles Brokaw
31510	Louis Sachar
31511	Faith Hunter
31512	Walter Greatshell
31513	Rachel Caine
31514	Jack Skillingstead
31515	Diana Pharaoh Francis
31516	Tony Macaulay
31517	Lisa Jackson
31518	Carol Goodman
31519	Dean Koontz
31520	Jennie Bentley
31521	Ophelia London
31522	Kelley York
31523	Marion Nestle
31524	Sutton
31525	Megan Shepherd
31526	Rachel Caine
31527	Peter Caddick-Adams
31528	Naomi Wood
31529	Kathryn Tristan
31530	Faith Hunter
31531	Rachel Caine
31532	Robin LaFevers
31533	Frank Herbert
31534	Sylvia
31535	Stephen Miller
31536	Annabel Lyon
31537	Kathleen Weber
31538	Toni Blake
31539	Jessica Arnold
31540	Grumpy Bird
31541	Ella Monroe
31542	Isles
31543	Jo Nesbo
31544	Daniel Abraham
31545	David Gemmell
31546	Reif Larsen
31547	Susie Dunlop
31548	Lee Wade
31549	JOHN DOE
31550	Kiera Cass
31551	Tom Isbell
31552	Elisabeth Barrett
31553	Medea Benjamin
31554	Anne Holt
31555	Chris Culver
31556	Jennifer Scott
31557	James Deem
31558	Joyce Sidman
31559	Elizabeth Moon
31560	Linda Chapman
31561	Betty Ford Center
31562	Catalan
31563	Christia Spears Brown
31564	Mindee Arnett
31565	Jake Adelstein
31566	Helen Douglas
31567	Hallgrimur Helgason
31568	Laura Whitcomb
31569	James Rollins
31570	Jennifer Scott
31571	Alexandra Popoff
31572	Sylvia
31573	Jean Zimmerman
31574	Mark Bowden
31575	Tom Shachtman
31576	Jill Williamson
31577	Chris Nilan
31578	Donna Carter
31579	Yvonne Lindsay
31580	Morgan Entrekin
31581	Andrew Hecht
31582	Liz Coley
31583	Kiera Cass
31584	Herbert
31585	Bryan Stevenson
31586	Courtney Summers
31587	Carol Ericson
31588	Jana DeLeon
31589	Yunte Huang
31590	Maggie Toussaint
31591	Betsy St. Amant
31592	Blogger
31593	Karen Mordechai
31594	Jo Goodman
31595	Gail Barrett
31596	Patricia David
31597	Cheryl St.
31598	Ake Edwardson
31599	Jesper Bengtsson
31600	Robert Kviby
31601	Wayne Simmons
31602	Jennifer E. Smith
31603	Steve Melcher
31604	None
31605	Brent Schlender
31606	Benedict Carey
31607	Jason Matthews
31608	Noam Shpancer
31609	David Bezmozgis
31610	Michael Sheridan
31611	Mike Moreno
31612	Lyle
31613	Mark Billingham
31614	Ben Macintyre
31615	Peyton Jones
31616	Margaret Daley
31617	Susan May Warren
31618	David Kessler
31619	Martin Blaser
31620	Edgar
31621	Natasha Trethewey
31622	Becky Johnson
31623	Laurie A Helgoe PhD
31624	Julie Ann Walker
31625	Brook Noel
31626	Chef
31627	Carol Brendler
31628	Yejide Kilanko
31629	Robyn DeHart
31630	Marissa Clarke
31631	Ayana Mathis
31632	Karen Robards
31633	Lisa McMann
31634	Julie Murphy
31635	Sergei Raykov
31636	Sylvia
31637	Lynne Jonell
31638	Matt Coyle
31639	Monica Brown
31640	Katy Duffield
31641	Sue Schmitt
31642	Laurie Notaro
