id	author
730	Leah Thomas
731	Hali Baumstein
732	Rebecca Grabill
733	Samuel Bjork
734	Roseanne Montillo
735	Deborah Underwood
736	Kristin Gray
737	Meredith Maran
738	Jason Reynolds
739	Ann Shen
740	Adam Smiley Poswolsky
741	Dale McGowan
742	Lex Martin
743	Richard Moskovitz
744	Arthur Ellis Unhanged
745	Samantha Vamos
746	Ben Dolnick
747	Chris Mooney
748	Jeff Cohen
749	Thelma Adams
750	Darcey Rosenblatt
751	Alice Adams
752	Melissa Lenhardt
753	Menna
754	Peter Zheutlin
755	Michael Fletcher
756	Frank Dormer
757	Jacqueline Carey
758	Benjamin Carter Hett
759	Pulley Sayre
760	Demi Alex
761	Adam Ruben
762	Michael Wetter
763	Yrsa Sigurdardottir
764	Michael Clarkson
765	Barbara Coloroso
766	Erica Sirotich
767	Richard Pearson
768	Joe Navarro
769	Elle Kennedy
770	Lori Wilde
771	Edgar
772	Lucy Keating
773	Federico Axat
774	Kathy Willis
775	Richard Stepen
776	Lori Perkins
777	Nilanjana Roy
778	Paris Review Plimpton Prize Winner
779	Joya Ryan
780	Stegner Fellow Brendan Jones
781	Colin Powell
782	Frank Turner
783	Jackie Huang
784	Blanka Engi
785	K.A. Tucker
786	Laurie Boyle Crompton
787	Pamela Anderson
788	Louis Cardinal
789	Lenny Kaye
790	Marci Shore
791	Ken Blanchard
792	Walter Isaacson
793	Daniel Palmer
794	Jane Kirkpatrick
795	Julie Hutchings
796	Jennifer L. Scott
797	Riane Eisler
798	Elle Kennedy
799	Kat Martin
800	Lisa Scottoline
801	Juliet Marillier
802	Paul Christopher
803	Lynn Weingarten
804	Francesca Zappia
805	Itzel Hsu
806	Pitbulls Deirdre Franklin
807	Mary Higgins Clark
808	Ken Liu
809	Adrian Owen
810	Robin Roe
811	Boston Legal
812	Arabic
813	Scott McEwen
814	Ken Jennings
815	Anna Snoekstra
816	Michael Crummey
817	Caleb Behn
818	James P. Hogan
819	Nick Lane
820	Academy Award
821	Anna Silver
822	Shark Tank
823	Bruce Jones
824	Riley Redgate
825	Brad Ricca
826	Knuckle Society
827	Rory Harrison
828	Craig Larsen
829	Elite Daily
830	Sam Munson
831	Frans Lanting
832	Ken Kesey
833	Robert Silverberg
834	Han Kang
835	Maggie Nelson
836	Siri Pettersen
837	Cynthia Reeg
838	Daniel Polansky
839	Michigan MFA
840	Trudi Trueit
841	Debbi Michiko Florence
842	Roger Caillois
843	Budd Friedman
844	Bill Cameron
845	Kirk Johnson
846	Heather Cocks
847	Lynne McTaggart
848	Albin Michel Jeunesse
849	Wales
850	Haaretz
851	Gmur
852	Ohio State
853	Beverly Conyers
854	Melissa Nicholson
855	Jessica Olien
856	Benjamin Adams
857	John Hechinger
858	Gregg Easterbrook
859	Photographer Kate Parker
860	Kimberly Ungar
861	Unicorn Magic
862	Anna Kang
863	Deborah Heisz
864	Samantha Ettus
865	Wesley Chu
866	Ramona Sen
867	Farrukh Dhondy
868	Elle Kennedy
869	Nikol Hasler
870	Brandon Sanderson
871	Izabella Wentz
872	Simona Kaleva
873	Brazilian Portuguese
874	Molly Jaffa
875	Shani Petroff
876	George Beahm
877	Katherine Applegate
878	Cassie Beasley
879	Jim Putman
880	Away
881	Marko Hautala
882	Oscar Hijuelos
883	Nancy Thayer
884	Gulwali Passarlay
885	William Barre
886	George Prochnik
887	Caroline Finkel
888	Bodeen
889	Candace Robb
890	David Bagby
891	Mary Feliz
892	Alan Gratz
893	Amy Chua
894	Ben Parr
895	Marci Curtis
896	Lecia Cornwall
897	Tiffany Snow
898	Sandra Bruna Literary Agency
899	Jennifer L. Armentrout
900	Elizabeth Swados
901	Pete Magill
902	Karen Jordan
903	Ian Gawler
904	Luanne Rice
905	Caroline Zani
906	Lori Desautels
907	Dan Brown
908	Rhett Bruno
909	Catherine Todd
910	Joyce Brandon
911	Christian Klemash
912	Laurie Lico Albanese
913	Don Tapscott
914	Michael Allen Dymmoch
915	Amy Lukavics
916	Jenny Hubbard
917	Wolff
918	Deb Lucke
919	Charles Belfoure
920	Marfield
921	Susan Mallery
922	Cher Kaufmann
923	Michelle Markel
924	Jessica Kelley
925	Faith
926	Mary Jo McConahay
927	Ed Clarke
928	Samuel Bjork
929	Porter Erisman
930	Clarissa Melo
931	Barnes
932	Carol Campbell
933	Baz Dreisinger
934	Laura Esquivel
935	K.M. Jackson
936	Jimi Hendrix
937	Sharlee Glenn
938	Megan Crane
939	John Shaw
940	The Atlantic
941	William Hill Prize Duncan Hamilton
942	Sakugawa
943	Larry Dugger
944	Laurie Wolf
945	Linda Znachko
946	David Brady
947	Ray Strobel
948	Johanna Basford
949	Robertson
950	Martin
951	Elle Kennedy
952	Chef
953	Tom Whipple
954	Albatros
955	Joan Holub
956	John Gilbert West
957	Chris Struyk-Bonn
958	Daniel Albert
959	Sergey Lukianenko
960	Anita Diamant
961	Christer Mjaset
962	Eric Weiner
963	Erik Bertrand Larssen
964	Award Rohan Wilson
965	Erica Komisar
966	Herman Atkins
967	Center Executive Director Emeritus Charlie Seemann
968	Ian Gawler
969	Eben Weiss
970	Christian Smith
971	Damon Krukowski
972	Thomas Arnoth
973	Dave Zobel
974	Sylvia
975	Federico Axat
976	John Hickenlooper
977	Maria Laso
978	Jonathan Fader
979	Susan Sands
980	Charles D'Ambrosio
981	Gwenda Bond
982	Daniel Polansky
983	Krishnamoorthy
984	D.P. Lyle
985	Mike Mills
986	Diana Murray
987	Jeffery Renard Allen
988	Alexis Troubetzkoy
989	Suri Rosen
990	Linda Eversole
991	Meg Hickling
992	Allen Hornblum
993	Town
994	Alison Goldberg
995	Juliet Madison
996	Rosenthal Family
997	Harmony Verna
998	Two-time children
999	Lisa Amowitz
1000	Carly Drake
1001	Julia Van Haaften
1002	Brent Weeks
1003	Javier Sierra
1004	Brazilian Portuguese
1005	Gloria Steinem
1006	Roberts
1007	Elisa Albert
1008	Nir Eyal
1009	Brandon Sanderson
1010	Jesse Andrews
1011	Yaa Gyasi
1012	Michael Harvey
1013	Lindsay Smith
1014	Jim Richards
1015	Leah Miller
1016	Carmen Oliver
1017	Lily Williams
1018	Wilton Barnhardt
1019	Barlag
1020	Chuck McCutcheon
1021	Darcy Burke
1022	Reyna Grande
1023	Leslea Newman
1024	Judith McNaught
1025	Emily St.
1026	Lucia Macro
1027	Sarah Schulman
1028	Elliot Ackerman
1029	Ausma Zehanat Khan
1030	Ian Gawler
1031	Jersey
1032	Joseph Burgo
1033	Pierre Pevel
1034	Adam Silvera
1035	Brad Schwartz
1036	Kelley Armstrong
1037	Anne Rice
1038	Krishnamoorthy
1039	Marissa Stapley
1040	Jo Nesbo
1041	Jo Nesbo
1042	Jen Turano
1043	Carol Campbell
1044	Frank Lloyd Wright
1045	Rose
1046	Yotam Ottolenghi
1047	Ella Woodward
1048	Louis de Bernieres
1049	Michael Seth
1050	Joseph Scapellato
1051	Anna Breslaw
1052	Jennifer Grayson
1053	Tieghan Gerard
1054	Gabrielle Lucille Fuentes
1055	Toni Yuly
1056	Lamdba
1057	Kirkus
1058	Caryl Ann Casbon
1059	Patrick Dillon
1060	John Scalzi
1061	Eric Obenauf
1062	John Florio
1063	Hussain Zaidi
1064	Rahul Mitra
1065	Jonathan Maberry
1066	Daniel Tammet
1067	Anne Nelson
1068	Ayn Rand Institute
1069	Edmund
1070	Claire Cameron
1071	Robert Dugoni
1072	Richard Francis
1073	C.L. Malone
1074	Brian Russo
1075	Michelle Cuevas
1076	John Cherrington
1077	Leah Rhyne
1078	Eisner
1079	Kylie Scott
1080	Author Rights Agency
1081	Lynda Archer
1082	Barbara Coloroso
1083	Lost Nikki Stafford
1084	Liv Spencer
1085	Susan Abulhawa
1086	Sam Watkins
1087	Pailin Chongchitnant
1088	Sara Blaedel
1089	Cathie Borrie
1090	Stacey Ballis
1091	Michigan MFA Graduate
1092	Vicky Beeching
1093	America Fascinates
1094	Bonnie
1095	Kristen Remenar
1096	Herman Wouk
1097	Robin Roe
1098	Lucky Stars
1099	Marti
1100	Kristin Hannah
1101	Lisa Gardner
1102	Danny Seo
1103	Stuart Neville
1104	Kenner
1105	Peter Straub
1106	Anne Rice
1107	Mintie Das
1108	Brooke Cumberland
1109	Bella Jewel
1110	Rebecca Shea
1111	Sue Grimshaw
1112	Megan Erickson
1113	Lake Michigan
1114	Nicholas Reynolds
1115	Michael Schulman
1116	Federico Axat
1117	David Jester
1118	Beth Ellyn Summer
1119	Philippe Nuyts
1120	Jennifer Shotz
1121	Peter James
1122	Frank McDonough
1123	Sam Munson
1124	Seth Meyerowitz
1125	James Anderson
1126	Mary
1127	Pia Mellody
1128	Johanna Basford
1129	Michael Chwe
1130	Tanya Ravenswater
1131	Lesley Richardson
1132	Jack Cheng
1133	Gayle Curtis
1134	Federico Axat
1135	Emmy
1136	David Korten
1137	Jeff Cox
1138	Ian Gawler
1139	Erin Bow
1140	Marcia Clark
1141	Jonathan Fenske
1142	Laurel Snyder
1143	Sergei Lukyanenko
1144	Jo Nesbo
1145	Alison Cherry
1146	Angie Sandro
1147	Elena Botelho
1148	Daniel Polansky
1149	Chris Forhan
1150	Kevin Maurer
1151	Bassem Youssef
1152	Stan Lee
1153	Matthew Ward
1154	Jacobson
1155	Jane Bonander
1156	Gleb Raygorodetsky
1157	Peter Gardos
1158	Julie Brannagh
1159	Forrest Leo
1160	Patricia Wooster
1161	Tom Phelan
1162	Tiger Beatdown
1163	Galaxia Gutenberg
1164	Izabella Wentz
1165	Robie Rogge
1166	Geoff Dembicki
1167	Trilogy Jeff
1168	Andrea Kramer
1169	Gina Gordon
1170	Alan Dean Foster
1171	Kim Wilkins
1172	Indra Das
1173	Callie Bates
1174	Sujata S. Sabnis
1175	Nick White
1176	Jeremy Tankard
1177	Richard Smoley
1178	Sue Grimshaw
1179	Fred Strydom
1180	Preston Smiles
1181	Dale Brown
1182	Barbara Arrowsmith-Young
1183	Samuel Bjork
1184	Eesti Raamat
1185	Ayn Rand Institute
1186	Tarryn Fisher
1187	Gitty Daneshvari
1188	Katharine McGee
1189	Padraig O'Morain
1190	Cilla Borjlind
1191	Brent Weeks
1192	Robert McCammon
1193	Dolores Redondo
1194	David Roll
1195	Twitter
1196	Nino Ricci
1197	Deborah Ismoyo Green
1198	Sarah Davies
1199	Randall Stross
1200	Daily Beast
1201	Kami Garcia
1202	Chelsea Clinton
1203	Suzanne Bouffard
1204	Glen Jeansonne
1205	Melina Marchetta
1206	Nicole Perlroth
1207	Mark Zero
1208	Julianna Margulies
1209	Barbra Streisand
1210	Nell Zink
1211	Olson
1212	Annie Silvestro
1213	Scott Seligman
1214	Chantele Sedgwick
1215	Ptolemy Tompkins
1216	Kelly Cordes
1217	Aimee Raupp
1218	Shannon Messenger
1219	Shannon Messenger
1220	Ann Aguirre
1221	Vande Velde
1222	Chef
1223	Kim O'Donnel
1224	Kathy Moore
1225	Young Economist Award
1226	George A. Akerlof
1227	Global
1228	SFWA Inc
1229	Mark Raskino
1230	Idiots
1231	Being Strategic
1232	Jack Campbell
1233	Jack Campbell
1234	Cathy Camper
1235	Joanne Levy
1236	Sarah Gallick
1237	Dan Buettner
1238	Matthew Quick
1239	Richard Paul Evans
1240	Michael Puett
1241	Katharine McGee
1242	Renee Watson
1243	Amy Hosford
1244	R.G. Belsky
1245	Alison Stone
1246	Michelle Major
1247	Brynn Kelly
1248	Laura Kalpakian
1249	Imbolo Mbue
1250	Victoria Walters
1251	Cassie Beasley
1252	Elizabeth Craft
1253	Orit Bergman
1254	Penny Reid
1255	Richard Garriott
1256	Alan Clayson
1257	Colin Ellard
1258	Bone Trilogy
1259	Joe Tone
1260	Steve Kornacki
1261	Roger Angell
1262	Emerson
1263	Tracy Newman
1264	Katherine O'Neal
1265	Emily March
1266	Stanford Graduate
1267	Logan Miller
1268	Shoba Narayan
1269	Hildebrand Gurlitt
1270	Gill Lewis
1271	Would Phoebe Do
1272	Bachelorette Andi Dorfman
1273	Diane Fanning
1274	Lori Nelson Spielman
1275	Jessica Brody
1276	Peter Carlson
1277	John Grandits
1278	Len Husband
1279	Lynn Calvo
1280	Graciela Limon
1281	Eric Slater
1282	Blair Holden
1283	Palacio
1284	Orest Stelmach
1285	Joel Rosenberg
1286	Donna Mabry
1287	Brownie Brittle
1288	Anne Marie Pace
1289	Jack Du Brul
1290	Tetsuya Honda
1291	Sevgi Soysal
1292	Rachel Richardson
1293	S.L. Smith
1294	Sherry Amatenstein
1295	JM Bronston
1296	Robert Bailey
1297	Katherine Applegate
1298	Hannah Kohler
1299	A Ghost
1300	Lena Sanfridsson
1301	Reagan Arthur
1302	Rohit Bhargava
1303	Dan Norris
1304	Annette Herfkens
